0.0	-68.83603081489872
0.025	-47.80324461827429
0.05	-76.60875152621213
0.075	-90.17778801138819
0.1	-58.53597932362531
0.125	-62.67658709186903
0.15	-62.82917943152781
0.175	-58.886757041268154
0.2	-66.06500314107579
0.225	-55.67662396780238
0.25	-62.11875874818151
0.275	-64.28842023444118
0.3	-57.684645971037654
0.325	-62.435639516502725
0.35	-50.91964464266606
0.375	-68.20946861180147
0.4	-66.34688241064165
0.425	-45.8207929461732
0.45	-71.24962787890733
0.475	-67.29054898458227
0.5	-55.103952034975315
0.525	-49.34658892158993
0.55	-61.20570189160206
0.575	-53.60481888992872
0.6	-67.60126383268368
0.625	-65.28547478305748
0.65	-39.711882886192925
0.675	-63.024028628338996
0.7	-57.01975009542861
0.725	-49.33998892226827
0.75	-48.92728642252096
0.775	-59.320847297012165
0.8	-37.59369627351905
0.825	-53.164306412558844
0.85	-48.72376655825417
0.875	-50.980466091024276
0.9	-36.97431641656362
0.925	-61.964914373490785
0.95	-73.39275639090455
0.975	-50.588082758748236
1.0	-69.42595177284915
1.025	-50.387873208730824
1.05	-55.92398325188648
1.075	-40.74518883495374
1.1	-45.60489375634825
1.125	-57.51747642397018
1.15	-32.779493490039265
1.175	-75.11847616311655
1.2	-41.83176679853779
1.225	-46.08220614604294
1.25	-50.25559342525126
1.275	-32.42196694819859
1.3	-55.39892023348392
1.325	-62.10214386449445
1.35	-43.33591684094381
1.375	-33.075067637194145
1.4	-43.571541592549615
1.425	-35.17707538524526
1.45	-46.54282443716726
1.475	-46.38459824371254
1.5	-22.348479975453785
1.525	-35.27516579565675
1.55	-17.01522374981185
1.575	-27.17060921068678
1.6	-28.756320866884234
1.625	-20.85787926354204
1.65	-17.399799088333396
1.675	-35.02468927286071
1.7	-27.158338164343103
1.725	-4.827732288443871
1.75	-22.360128642400124
1.775	-3.4706785520882955
1.8	7.253671025935822
1.825	15.13074325309031
1.85	-0.5953559839849625
1.875	25.167773014119888
1.9	16.94306857766763
1.925	36.3900117946129
1.95	38.770185071974524
1.975	45.90940536353562
2.0	38.629462253217774
2.025	23.476714328434845
2.05	38.48001121516603
2.075	29.949253065240867
2.1	35.79593654277234
2.125	52.74782614458941
2.15	58.16822390641793
2.175	20.310207942777172
2.2	41.020170089922146
2.225	27.479226617981357
2.25	29.509882037916547
2.275	39.47030543392744
2.3	29.240651530536788
2.325	23.754704215187708
2.35	8.742507883326176
2.375	13.897969721682152
2.4	25.631614779551956
2.425	24.54331033727594
2.45	42.629016206865266
2.475	6.453934021456014
